"Treatment","Mouse","34","37","41","44","48","51","55","58","62","65","69","72","76","79"
"Vehicle",47,211.498864,321.1651575,407.242404,552.030314,645.4574,730.248075,933.02464,1079.171291,1330.582628,1525.364888,NA,NA,NA,NA
"Vehicle",60,329.09875,467.8464,474.8517495,501.842142,513.082744,604.0916,735.463894,792.507584,1004.030082,1056.178125,NA,NA,NA,NA
"Vehicle",66,244.09088,364.631078,596.019214,634.075794,749.70935,958.962488,1261.59119,1377.81,1561.710569,1619.112096,NA,NA,NA,NA
"Vehicle",70,91.67067,138.9711015,239.111433,423.128074,570.922371,793.5687915,1033.866675,1201.781646,2198.180651,2287.866024,NA,NA,NA,NA
"Vehicle",71,176.868096,305.535529,448.997292,637.993638,752.099686,924.9488375,1337.15479,1539.58,1998.054057,2246.463837,NA,NA,NA,NA
"Palbociclib",44,328.37805,494.287677,594.716175,746.997926,881.013348,1036.206675,1483.34004,1489.674498,1834.640621,2397.172388,NA,NA,NA,NA
"Palbociclib",49,151.275618,231.9943465,257.894854,314.5838465,452.65428,453.2472,648.0134,740.895224,1134.024584,1162.9009,NA,NA,NA,NA
"Palbociclib",53,100.734875,205.909884,267.6769875,294.001176,375.558691,481.288192,513.332976,633.898224,706.7966715,763.86944,NA,NA,NA,NA
"Palbociclib",61,197.676,324.86085,421.164016,431.847936,547.7019625,683.30304,981.8424,1066.704174,1452.77307,1503.345529,NA,NA,NA,NA
"Palbociclib",69,283.02272,359.232544,452.1152295,556.56315,678.398781,679.600052,998.198656,1140.932813,1383.6288,1702.01792,NA,NA,NA,NA
"Abraxane",42,110.1362265,131.6734195,146.311984,144.800457,127.7237145,147.4514125,151.8168,203.7340525,266.17338,314.9734995,459.468288,568.236643,718.765186,869.1059065
"Abraxane",46,263.487731,310.985,344.507904,345.604072,337.291096,353.913291,363.065787,399.423328,453.2076,481.255992,572.937685,668.30256,902.065406,934.014972
"Abraxane",51,337.85712,492.6257875,448.3286,433.566174,414.7690995,387.3402225,327.07584,347.1730105,471.8196,466.1859825,700.609129,876.192486,1225.348878,1499.30375
"Abraxane",52,196.09961,256.494004,231.649902,227.783168,286.93935,345.6257805,405.484984,441.500472,591.073408,696.1879575,860.3856855,974.009952,1145.216384,1250.515906
"Abraxane",73,147.085984,232.61085,182.5906335,181.1788875,267.6133485,253.400144,276.009608,259.2059265,360.0250335,432.5574685,635.671904,752.454248,967.99941,999.24825
"Palbociclib+Abraxane",45,155.594024,232.180352,251.579804,237.03768,262.1708005,257.5951,224.555634,246.8573955,258.421933,252.8258145,239.542272,312.1745535,392.98914,542.9722
"Palbociclib+Abraxane",55,328.388388,435.175659,428.176287,416.0534745,461.8868715,491.762486,462.422016,449.41021,510.0888485,490.711104,585.5518865,666.370048,803.2755075,904.808016
"Palbociclib+Abraxane",67,299.054888,356.5588275,365.606248,364.445796,405.88189,396.804375,484.499456,474.309216,504.159736,547.7019625,594.420372,656.7633325,789.411168,822.484171
"Palbociclib+Abraxane",68,137.083104,217.45196,210.0739275,185.6671875,179.518189,240.2228745,193.458456,189.21135,202.006334,212.5414375,230.172894,207.494136,244.3891475,259.166232
"Palbociclib+Abraxane",72,131.7540625,182.069104,161.8635,166.3670405,164.7135,172.551168,167.625781,182.157064,240.833208,270.1797885,386.871887,482.33025,716.635179,817.3280115
