"Treatment","Mouse","31","34","38","41","45","48","52","55","59","62","66","69","73","87","90","94","97","101","104","108","111","115","118","122","125","129","132","136","139","143","76","80","83"
"Vehicle",3365,247.502528,437.4007765,614.297562,635.801166,693.3821625,795.8268305,926.054608,1046.005853,1157.731056,1466.214763,1792.553984,2264.526112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vehicle",3369,211.902592,396.160064,488.70375,575.6110965,744.104088,837.613268,994.6313515,1040.498748,1111.909838,1298.288108,1579.678848,1598.878996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vehicle",3371,163.1242395,184.497804,280.794762,304.461892,568.395085,606.420135,635.171751,711.909162,733.275004,782.70786,785.3341,788.232895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vehicle",3390,160.768,180.477882,239.616954,330.8167625,367.236,583.9882245,589.150194,596.941425,813.0744515,940.64328,957.8052,963.5364675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vehicle",3414,205.2568375,253.133815,257.1905215,345.971061,407.1984565,511.030134,516.829875,577.824714,676.678472,844.4906,958.869504,978.809128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palbociclib",3378,214.865424,317.473311,319.419369,336.6834795,343.7364375,358.5677625,425.658744,430.8071875,360.614459,338.687379,384.275309,721.7112,968.719662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palbociclib",3383,177.0782,240.8954515,265.321687,270.494516,272.966096,230.2793955,148.793706,128.133971,104.512068,99.866088,98.95936,91.443132,88.515952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palbociclib",3386,194.7265625,272.5435125,297.561827,301.334025,309.5774835,212.54834,221.3865,218.164604,177.0275,262.91276,340.918272,565.3323175,759.106393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palbociclib",3403,153.68615,194.481,203.590714,287.999424,277.0856,248.742272,259.9205,265.5858225,212.2416,299.010296,311.542607,375.292368,346.17225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palbociclib",3422,249.1403915,277.030851,279.6451035,319.839264,278.317098,243.178986,209.615904,181.294524,170.8938585,256.9213035,299.7494415,450.54452,629.434152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abraxane",3364,176.381712,134.9008065,110.825256,92.247966,53.8013385,34.392084,11.9272595,11.691702,10.865016,8.2594575,7.8820465,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abraxane",3381,155.043294,177.4923345,137.9545265,113.9515025,45.387,37.676704,17.881864,19.9684575,18.301402,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"Abraxane",3417,244.784544,204.04496,193.783968,126.20288,54.602442,37.722348,21.872268,14.622776,13.328,15.334677,0,NA,NA,31.363038,34.95856,46.8999,58.608342,77.117994,86.329516,85.3058625,128.4478125,143.347275,153.90625,230.020999,269.179224,255.353076,325.0412795,341.925525,559.729544,413.8062,NA,NA,NA
"Abraxane",3421,229.679104,128.749014,120.967488,93.918586,53.8094465,32.2175,10.6860375,10.689503,9.9615285,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"Abraxane",3424,190.246624,116.183662,91.475617,69.194736,51.5088,27.280689,6.5651625,6.917068,6.423759,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"Palbociclib+Abraxane",3375,152.562681,185.964625,171.473875,159.163456,68.410944,60.793663,16.875,19.28448,22.535136,19.1854575,17.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Palbociclib+Abraxane",3400,180.4437555,74.0000205,79.847424,68.571776,48.148992,43.2230715,18.492024,18.289558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Palbociclib+Abraxane",3404,244.576408,325.942292,280.600848,202.2852875,142.413491,108.95518,51.4394595,33.644858,30.10225,18.8609595,15.21585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Palbociclib+Abraxane",3407,183.4081875,117.1547955,107.33184,101.450122,79.760088,63.8003625,29.501208,20.41875,13.537238,14.850912,9.168142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Palbociclib+Abraxane",3420,240.627996,192.8297745,188.0595,177.977344,109.9857045,68.627727,40.879328,39.8671875,21.363628,21.511985,18.605616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
